Date,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec Główny,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka
2023/01/18,227,297,393,833,993,269,463,931,889,1141,612,77,222,468,239,583,430
2023/01/19,167,219,254,652,770,173,339,678,668,855,476,51,139,411,173,446,334
2023/01/20,121,215,109,524,698,118,325,606,558,730,439,52,125,329,147,340,263
2023/01/21,52,83,57,213,494,24,146,261,251,288,198,25,55,175,50,156,120
2023/01/22,80,83,84,331,527,20,163,308,280,316,217,25,55,217,88,135,114
2023/01/23,165,256,286,692,746,174,410,719,691,879,509,67,177,441,207,409,311
2023/01/24,214,266,355,760,816,227,451,838,788,1014,551,84,178,468,248,512,380
2023/01/25,216,284,391,828,858,246,443,881,826,1060,580,113,218,489,251,545,398
2023/01/26,243,311,469,821,1025,323,490,912,958,1185,696,114,225,521,270,584,457
2023/01/27,237,292,391,765,958,277,521,854,866,1042,567,116,197,517,254,615,457
2023/01/28,126,144,287,418,634,198,242,495,448,552,406,99,112,345,262,307,225
2023/01/29,117,112,207,371,621,142,204,458,396,466,336,104,91,268,178,306,179
2023/01/30,183,247,284,693,847,239,400,747,739,938,447,87,191,407,186,470,358
2023/01/31,176,255,341,684,754,275,408,755,750,993,497,148,170,428,231,516,405
2023/02/01,159,214,298,634,845,226,393,715,692,889,438,83,163,387,174,577,338
2023/02/02,166,210,257,596,789,205,347,679,714,799,425,84,143,374,146,631,309
2023/02/03,109,141,208,404,506,161,269,493,530,595,307,51,100,265,160,316,261
2023/02/04,53,56,96,265,469,85,109,296,269,298,189,38,56,211,131,164,117
2023/02/05,45,57,68,279,519,54,102,290,240,305,189,21,23,194,125,173,98
2023/02/06,127,202,176,514,663,194,271,528,521,645,372,56,134,304,121,359,255
2023/02/07,136,199,160,542,653,156,285,571,549,669,350,57,127,322,132,340,276
2023/02/08,139,201,241,585,747,186,375,682,688,774,419,92,147,367,149,385,312
2023/02/09,158,249,328,631,804,215,360,744,737,893,472,104,169,399,198,429,346
2023/02/10,156,230,299,603,866,213,413,689,693,825,450,90,145,378,189,428,363
2023/02/11,110,127,193,420,580,134,218,394,363,460,282,74,78,259,175,329,215
2023/02/12,195,182,393,394,692,136,264,503,467,486,371,191,84,297,424,366,227
2023/02/13,196,276,357,743,813,274,433,848,787,1082,583,99,234,472,248,546,443
2023/02/14,261,347,441,795,997,363,512,1077,963,1325,674,147,235,515,376,609,477
2023/02/15,388,434,739,922,1103,441,655,1197,1160,1441,824,350,358,555,654,730,649
2023/02/16,376,466,751,1061,1178,478,658,1283,1269,1588,884,331,351,578,631,838,664
2023/02/17,261,350,427,719,981,352,516,978,935,1195,637,118,230,507,267,634,451
2023/02/18,99,141,233,369,599,155,213,408,407,491,284,86,124,262,150,332,198
2023/02/19,67,98,172,264,493,95,135,395,305,347,260,34,64,196,128,191,108
2023/02/20,277,379,488,799,957,374,477,1017,910,1300,668,142,247,550,329,704,519
2023/02/21,229,306,396,698,863,236,439,859,824,1074,579,102,182,436,264,633,417
2023/02/22,345,459,663,971,1188,412,681,1256,1177,1533,877,333,351,580,524,781,649
2023/02/23,401,478,786,1010,1263,437,685,1236,1283,1593,869,347,348,669,599,782,653
2023/02/24,268,294,475,787,1001,286,489,928,879,1191,577,138,229,525,273,646,458
2023/02/25,134,135,232,347,625,159,245,417,400,493,318,81,117,263,154,300,239
2023/02/26,142,147,277,422,658,129,225,431,455,507,383,128,93,320,248,282,200
2023/02/27,259,358,449,850,960,364,553,1023,952,1231,666,120,261,527,317,546,505
2023/02/28,338,403,674,990,1059,399,643,1168,1140,1488,764,206,295,573,510,735,600
2023/03/01,380,425,694,1002,1139,419,697,1175,1175,1519,904,298,332,598,570,800,593
2023/03/02,409,493,790,1079,1277,459,687,1244,1290,1609,926,366,360,577,636,928,618
2023/03/03,280,378,452,839,1086,328,558,1036,1058,1318,660,150,288,555,270,696,531
2023/03/04,168,153,224,426,670,175,223,420,505,499,348,90,117,289,171,332,221
2023/03/05,107,97,270,397,647,114,210,397,389,456,294,168,82,277,148,219,161
2023/03/06,203,283,405,757,872,254,414,811,818,1029,536,128,203,451,298,606,370
2023/03/07,358,405,599,1068,1114,421,642,1117,1178,1539,834,201,329,554,437,812,596
2023/03/08,353,411,584,1058,1217,374,681,1153,1244,1493,825,230,326,695,460,851,602
2023/03/09,277,325,387,891,995,280,499,917,968,1191,612,95,225,419,235,604,449
2023/03/10,555,583,1228,1061,1271,571,904,1382,1512,1714,1135,643,473,675,1071,922,832
2023/03/11,75,79,128,300,523,129,168,294,321,353,242,26,60,219,61,248,150
2023/03/12,224,185,526,488,845,204,338,605,632,652,501,274,151,332,505,320,272
2023/03/13,451,535,748,1135,1155,532,758,1329,1341,1669,961,277,400,674,503,945,746
2023/03/14,473,547,886,1186,1338,529,788,1454,1404,1857,1009,308,405,716,625,947,782
2023/03/15,379,486,697,1094,1251,465,681,1417,1281,1630,965,189,390,657,456,824,690
2023/03/16,474,520,826,1230,1478,492,784,1424,1490,1834,1058,337,421,700,631,983,720
2023/03/17,551,597,1065,1162,1430,625,877,1464,1543,1817,1029,498,443,631,882,929,822
2023/03/18,680,579,1968,911,1158,727,836,1205,1153,1427,1276,1117,562,582,2250,769,696
2023/03/19,983,835,2609,1002,1483,842,1312,1578,1669,1894,1823,2006,711,749,3266,941,1012
2023/03/20,726,734,1112,1388,1504,688,964,1680,1704,2128,1220,418,525,753,830,1071,947
2023/03/21,435,416,680,1185,1184,459,722,1264,1337,1650,945,137,342,642,484,860,719
2023/03/22,866,907,1671,1614,1721,857,1230,2045,2044,2585,1548,803,731,881,1794,1340,1159
2023/03/23,921,1019,1864,1840,1918,977,1378,2260,2388,2947,1774,739,794,961,1415,1410,1396
2023/03/24,727,845,1617,1446,1695,834,1169,1782,1887,2262,1416,847,602,891,1388,1160,1045
2023/03/25,587,542,1488,889,1216,673,729,1109,1111,1341,1123,742,508,562,1292,867,738
2023/03/26,520,479,1407,786,1206,436,684,1032,1083,1315,1106,872,339,487,1541,672,555
2023/03/27,271,329,394,819,917,279,497,915,893,1162,569,66,275,496,255,580,455
2023/03/28,233,323,402,870,1006,294,494,917,913,1187,617,59,231,529,243,640,479
2023/03/29,467,552,945,1130,1392,518,791,1367,1395,1742,1000,377,416,690,697,950,764
2023/03/30,534,613,1024,1343,1477,666,918,1537,1635,1995,1191,443,542,763,768,1007,881
2023/03/31,621,686,1265,1326,1680,734,1045,1712,1779,2206,1356,617,562,818,1015,1113,1018
2023/04/01,429,382,888,651,1027,456,564,904,885,1149,797,540,337,490,823,887,513
2023/04/02,98,92,163,325,528,97,191,369,345,412,271,55,64,204,92,184,152
2023/04/03,322,336,469,836,1018,363,528,1016,957,1215,697,160,243,562,345,630,493
2023/04/04,423,458,704,1151,1268,425,725,1296,1265,1662,928,215,360,629,500,833,650
2023/04/05,479,539,765,1258,1366,527,787,1387,1464,1767,973,290,403,693,576,849,709
2023/04/06,261,335,406,813,983,273,545,949,917,1104,568,116,225,515,265,642,465
2023/04/07,121,168,223,440,637,149,311,469,525,617,324,49,102,332,117,337,251
2023/04/08,190,170,354,334,557,195,192,434,401,494,386,230,117,226,379,240,227
2023/04/09,243,219,731,273,417,228,280,443,405,520,512,416,174,208,723,216,269
2023/04/10,328,272,864,361,562,246,360,519,539,604,548,621,229,282,775,304,349
2023/04/11,634,690,1296,1129,1293,751,893,1436,1487,1877,1056,688,513,641,1158,1014,814
2023/04/12,693,739,1199,1386,1559,691,969,1698,1784,2246,1274,547,525,776,1029,1136,919
2023/04/13,859,912,1599,1755,1768,845,1349,2100,2179,2747,1689,873,697,924,1378,1332,1305
2023/04/14,683,809,1239,1444,1605,779,1098,1863,1894,2416,1426,542,563,907,1003,1371,1133
2023/04/15,1005,770,2232,1068,1431,875,1021,1533,1389,1928,1402,1395,734,632,2291,1292,881
2023/04/16,1574,1205,4681,1364,1854,1365,1819,2244,2318,2758,2732,3087,1108,842,5144,1363,1454
2023/04/17,387,498,550,1032,1113,419,606,1207,1106,1546,754,111,328,542,378,774,589
2023/04/18,918,904,1514,1654,1730,824,1260,2174,2083,2723,1576,766,663,893,1242,1347,1138
2023/04/19,576,638,849,1412,1519,556,869,1598,1605,2068,1074,274,465,795,587,1024,843
2023/04/20,1015,1067,1945,1901,1952,1084,1401,2338,2396,3080,1811,958,839,1024,1510,1473,1389
2023/04/21,1439,1319,2716,1964,2150,1302,1768,2616,2871,3405,2191,1323,977,1157,2478,1640,1638
2023/04/22,1445,1348,4372,1515,2030,1456,1848,2372,2307,2927,2549,2455,1178,905,4709,1495,1450
2023/04/23,1932,1796,2690,1794,2641,1708,2476,3145,3455,3797,3638,3343,1141,1044,7235,1431,1871
2023/04/24,1034,1147,1811,1968,2049,1022,1462,2476,2472,3124,1759,776,856,1090,1534,1493,1465
2023/04/25,419,434,618,1025,1116,424,689,1230,1202,1465,854,183,309,641,448,794,624
2023/04/26,887,947,1293,1777,1931,922,1273,2208,2243,2846,1610,478,684,966,1017,1423,1147
2023/04/27,856,862,1291,1719,1806,879,1169,2099,2243,2808,1546,433,685,916,959,1395,1224
2023/04/28,1126,1136,2185,1844,2063,1131,1579,2453,2563,3049,1937,1110,878,1110,1926,1588,1441
2023/04/29,551,494,1188,817,1099,574,679,1100,1063,1408,931,639,427,522,1104,647,632
2023/04/30,1069,734,2654,965,1264,973,1055,1339,1551,1623,1679,1552,671,602,3081,862,898
2023/05/01,1603,1174,4777,1280,1514,1304,1861,2042,2178,2386,2772,2964,969,750,6588,1245,1542
2023/05/02,583,561,1093,803,906,532,682,1066,1021,1334,896,607,445,498,1134,642,600
2023/05/03,241,200,415,419,589,199,247,471,467,517,422,200,113,240,359,371,254
2023/05/04,1399,1333,2511,1935,2105,1359,1685,2595,2645,3306,2102,1506,1025,1042,2391,1732,1493
2023/05/05,1621,1471,3287,1906,2273,1522,2053,2740,2975,3483,2669,2014,1240,1163,3456,1899,1819
2023/05/06,414,466,951,710,1124,547,640,972,985,1096,825,561,387,456,837,595,558
2023/05/07,383,374,817,720,1037,375,493,845,872,1035,777,509,268,460,960,551,452
2023/05/08,839,862,1173,1646,1783,860,1196,1944,1953,2581,1392,448,673,877,920,1268,1171
2023/05/09,1288,1260,2194,2214,2188,1280,1758,2935,2854,3708,2130,1143,984,1132,1773,1721,1660
2023/05/10,1554,1649,3083,2572,2668,1566,2262,3243,3621,4245,2782,1632,1346,1369,2702,2175,1952
2023/05/11,1717,1722,3073,2618,2686,1699,2323,3362,3704,4375,2953,1567,1404,1370,2685,2217,2080
2023/05/12,1438,1378,2490,2213,2574,1290,1937,3019,3123,3762,2385,1262,1072,1341,2109,1811,1775
2023/05/13,1233,1102,2885,1372,1878,1127,1543,1894,1969,2400,2076,1651,885,836,3439,1238,1182
2023/05/14,1609,1369,4487,1559,1976,1416,2134,2375,2439,2852,2791,3051,1172,891,5905,1353,1547
2023/05/15,682,603,937,1287,1350,558,874,1472,1458,1904,1139,333,472,724,654,1071,847
2023/05/16,1126,1098,1666,2103,2017,1118,1586,2696,2640,3394,1957,766,847,1074,1358,1792,1476
2023/05/17,219,257,290,604,631,223,375,651,637,818,425,68,194,366,208,451,300
2023/05/18,367,375,519,969,1003,359,583,1052,1052,1391,669,124,274,541,361,714,493
2023/05/19,836,880,1272,1586,1748,749,1189,1913,2076,2495,1388,651,615,921,1026,1432,1107
2023/05/20,1280,980,3032,1257,1661,1057,1359,1728,1841,2239,1993,1881,903,854,3084,1102,1099
2023/05/21,2185,1851,6388,1820,2102,1757,2713,2908,3202,3504,3715,4194,1540,1161,7747,1693,1908
2023/05/22,1770,1879,3364,2677,2753,1741,2383,3533,3667,4555,2864,1741,1480,1391,2753,2262,2193
2023/05/23,1596,1758,2934,2626,2657,1697,2345,3571,3580,4560,2875,1488,1455,1267,2488,2415,2092
2023/05/24,858,879,1503,1820,1918,928,1415,2229,2410,2816,1704,586,708,952,977,1554,1276
2023/05/25,1177,1301,2189,2339,2400,1293,1783,2797,2943,3698,2147,938,1015,1162,1602,1815,1754
2023/05/26,1144,1369,2185,2016,2323,1311,1772,2597,2790,3428,2093,1054,958,1140,1709,1763,1690
2023/05/27,1488,1241,3897,1533,1925,1394,2051,2269,2524,2875,2697,2326,1108,945,4563,1494,1433
2023/05/28,1823,1426,5381,1607,2184,1545,2329,2550,2699,3263,3542,3336,1187,954,6220,1560,1729
2023/05/29,1809,1845,3314,2576,2754,1820,2439,3549,3717,4642,2919,1644,1462,1393,2773,2307,2126
2023/05/30,1781,1880,3255,2895,2764,1826,2596,3626,3970,4764,3073,1520,1434,1358,2661,2482,2315
2023/05/31,1960,2113,3967,3021,3074,2046,2761,3904,4301,5138,3593,1894,1590,1490,3555,2754,2439
2023/06/01,1958,2050,3919,3023,3146,1936,2693,3942,4296,5090,3431,1874,1534,1517,3254,2504,2451
2023/06/02,1569,1584,2681,2397,2745,1537,2225,3387,3377,4300,2825,1135,1191,1483,2150,2136,2097
2023/06/03,1400,1237,3862,1562,2014,1357,1715,2278,2339,2917,3208,1940,1078,1048,3540,1360,1472
2023/06/04,2021,1496,5579,1883,2405,1634,2539,3121,2925,3576,4407,3222,1371,1156,6682,1683,1875
2023/06/05,1664,1758,2927,2642,2785,1618,2409,3397,3628,4484,3050,1509,1448,1281,2346,2363,2265
2023/06/06,1239,1359,2098,2337,2498,1239,1913,2925,3071,3718,2374,933,1111,1226,1437,1867,1892
2023/06/07,1174,1296,2134,2290,2471,1141,1765,2780,2878,3633,2240,1015,941,1188,1631,1907,1605
2023/06/08,1352,1250,4142,1345,1657,1187,1578,1865,2098,2348,2816,2537,906,775,4535,1253,1315
2023/06/09,770,819,1684,1319,1617,730,1139,1571,1658,2107,1523,920,646,775,1347,1169,1118
2023/06/10,918,807,2365,1177,1540,892,1135,1435,1635,1935,1748,1323,787,640,2135,1143,993
2023/06/11,1545,1145,4016,1454,1931,1197,1853,1920,2214,2581,2876,2457,1035,805,4308,1242,1418
2023/06/12,1509,1615,2670,2615,2738,1583,2212,3213,3303,4337,2723,1325,1295,1248,2064,2188,2052
2023/06/13,1485,1618,2516,2674,2767,1583,2126,3317,3366,4277,2672,1212,1238,1313,1932,2383,2043
2023/06/14,842,701,1418,1586,1684,873,1244,1819,1917,2370,1564,576,603,865,1046,1432,1152
2023/06/15,1596,1682,3222,2826,2851,1707,2361,3344,3588,4268,3052,1718,1314,1364,2717,1975,2075
2023/06/16,1362,1594,2658,2352,2695,1498,2186,2952,3088,3921,2623,1285,1177,1265,2192,1470,1947
2023/06/17,1415,1226,3499,1700,2112,1340,1847,2145,2226,2776,2977,1948,1067,893,3561,1497,1438
2023/06/18,1767,1726,5336,1774,2278,1495,2575,2634,2843,3247,3843,3045,1360,1008,5981,1620,1796
2023/06/19,1753,1956,3408,2862,2943,1883,2624,3706,3885,4812,3185,1665,1585,1448,2947,2506,2339
2023/06/20,1963,2085,3807,3127,3165,1947,3129,3943,4268,5140,3703,1728,1620,1508,2920,2616,2574
2023/06/21,1660,1731,3037,2808,2857,1653,2424,3495,3694,4579,3043,1369,1366,1446,2253,2273,2040
2023/06/22,1766,1978,3546,2951,3240,1932,2770,3784,3950,4686,3682,1759,1445,1503,2930,2784,2319
2023/06/23,870,1124,1691,1829,2034,1039,1486,2126,2281,2834,1916,670,774,998,1156,1695,1474
2023/06/24,353,337,621,664,974,342,502,792,735,941,718,224,254,425,437,526,421
2023/06/25,1756,1452,5049,1572,2169,1588,2430,2510,2620,3132,3863,3163,1375,1081,6081,1588,1623
2023/06/26,1879,2038,3812,2835,3048,1844,2843,3702,3973,4817,3698,2021,1686,1367,3068,2556,2505
2023/06/27,1135,1105,2134,1950,2089,1182,1696,2464,2502,3204,2149,933,929,1115,1545,1746,1517
2023/06/28,1219,1399,2023,2422,2473,1243,1898,2887,2953,3865,2317,792,1106,1187,1488,2127,1794
2023/06/29,1635,1720,3389,2534,2861,1674,2288,3363,3415,4413,3041,1642,1349,1306,2770,2755,2055
2023/06/30,1544,1283,2182,1975,2884,1203,1760,2515,2606,4221,2224,1639,952,1132,1714,1619,1660
2023/07/01,1023,906,2589,1280,1664,675,1306,1670,1740,1413,2163,1200,800,755,2421,1136,1086
2023/07/02,1776,1457,4998,1674,2065,1482,2352,2551,2655,2686,3749,2975,1289,1014,5766,1539,1682
2023/07/03,1767,1978,3487,2838,2853,1750,2545,3478,3772,4823,3272,1733,1577,1273,2726,2443,2249
2023/07/04,1901,2091,4103,3068,3352,1937,2945,3904,4290,5186,3936,2023,1847,1341,3292,2604,2473
2023/07/05,1320,1538,2610,2562,2685,1448,2223,3175,3555,4256,2828,1133,1287,1187,1917,2046,2042
2023/07/06,1498,1533,2911,2644,2810,1571,2288,3190,3563,4398,2745,1356,1317,1210,2089,2196,2146
2023/07/07,1625,1793,3436,2611,2928,1715,2636,3352,3638,4367,3489,1663,1361,1269,2785,2254,2192
2023/07/08,1298,1320,3576,1670,2077,1296,2329,2041,2381,2740,3062,2008,1180,841,3745,1403,1406
2023/07/09,1487,1192,4102,1507,1969,1154,2573,2279,2474,2592,3346,2317,1088,828,4662,1351,1508
2023/07/10,1696,1692,2858,2613,3001,1796,2462,3274,3597,4495,3226,1403,1405,1301,2230,2259,2150
2023/07/11,1984,1916,3869,3064,3327,2009,2820,3712,4183,5104,3794,1860,1639,1482,2917,2705,2413
2023/07/12,1584,1587,2676,2675,2846,1662,2319,3171,3611,4330,3153,1390,1272,1221,2332,2145,2110
2023/07/13,1079,1033,1803,1898,2093,1143,1558,2288,2498,3175,2076,737,832,972,1167,1663,1500
2023/07/14,1624,1639,3384,2492,2934,1691,2467,3159,3516,4221,3411,1714,1345,1313,2845,2404,2202
2023/07/15,1084,1000,2964,1313,1933,1092,1912,1735,2140,2332,2552,1542,945,806,2819,1322,1282
2023/07/16,975,851,2908,1269,1701,925,1898,1607,1949,1925,2462,1662,839,698,2798,1248,1252
2023/07/17,961,1054,1841,1720,1854,1061,1520,2070,2233,2789,1926,721,852,945,1213,1544,1396
2023/07/18,1982,2063,4166,3006,3257,2051,2961,3638,4144,4986,4114,2048,1682,1447,3294,3065,2564
2023/07/19,1797,1916,3657,2938,3273,1867,2814,3609,4087,4783,3820,1698,1539,1361,2739,2527,2376
2023/07/20,1360,1422,2446,2411,2638,1419,2010,2782,3173,3897,2818,924,1057,1137,1615,1976,1914
2023/07/21,1208,1423,2563,2174,2585,1385,1847,2590,2836,3646,2710,1079,1121,1189,1991,1947,1859
2023/07/22,1105,1217,3211,1387,1928,1177,1476,1797,2011,2575,2425,1893,950,767,3608,1357,1287
2023/07/23,1524,1411,4503,1485,2139,1252,2267,2216,2464,2867,3255,2560,1101,848,5356,1362,1559
2023/07/24,1313,1378,2255,2275,2416,1408,2054,2775,2846,3711,2607,938,1151,1114,1858,1966,1737
2023/07/25,853,937,1574,1778,1879,860,1303,2178,2233,2952,1890,535,753,886,984,1496,1369
2023/07/26,371,453,578,979,1058,385,679,958,1124,1419,757,136,302,442,310,755,599
2023/07/27,1656,1664,3517,2578,2909,1627,2338,3261,3611,4475,3354,1789,1395,1234,3029,2359,2082
2023/07/28,1124,1240,2324,1969,2312,1143,1782,2347,2526,3126,2255,998,885,1097,1718,1546,1572
2023/07/29,1017,1066,2747,1265,1887,1076,1477,1768,1796,2271,2190,1484,841,789,2845,1097,1236
2023/07/30,1609,1260,4242,1506,2086,1323,1883,2109,2288,2672,2922,2620,1054,792,4950,1338,1571
2023/07/31,1699,1736,3340,2514,2837,1641,2456,3098,3396,4472,3175,1638,1360,1318,2621,2193,2027
2023/08/01,637,805,1128,1555,1602,734,1047,1620,1786,2324,1359,369,585,705,682,1173,1065
2023/08/02,1834,1964,4008,2848,3100,1933,2816,3217,3923,4562,3462,2044,1543,1320,3316,2647,2211
2023/08/03,919,1031,1828,2026,2278,1033,1538,2162,2504,3157,2000,673,874,964,1150,1644,1530
2023/08/04,1459,1345,2866,2037,2390,1462,1811,2745,2756,3655,2501,1376,1082,1404,2203,1788,1639
2023/08/05,547,583,1374,846,1255,627,831,958,1092,1362,1220,724,496,525,1330,705,710
2023/08/06,105,112,202,340,435,108,212,327,354,409,323,85,88,192,167,203,197
2023/08/07,730,856,1280,1538,1709,849,1155,1708,1875,2331,1457,488,624,866,747,1294,1105
2023/08/08,1348,1424,2662,2302,2481,1314,1978,2812,3149,3829,2695,1234,1195,1169,1974,2127,1778
2023/08/09,1014,1109,1975,2182,2240,1112,1607,2281,2522,3201,2100,879,879,1015,1286,1624,1358
2023/08/10,1437,1552,3151,2459,2743,1526,2112,2908,3244,3986,2930,1591,1215,1222,2474,2072,1898
2023/08/11,1424,1541,3187,2253,2702,1509,2047,2789,3143,3861,2972,1559,1208,1235,2619,2002,1931
2023/08/12,1120,1129,3343,1497,1832,1228,1678,1852,2103,2431,2460,1773,930,755,3775,2100,1351
2023/08/13,1120,1105,3870,1254,1763,961,1973,1873,2053,2263,2893,2180,914,776,4429,3709,1191
2023/08/14,1090,1199,2652,1639,2150,1189,1977,2175,2488,2939,2610,1330,984,885,2194,2863,1570
2023/08/15,1226,1088,3567,1436,1772,1033,2176,1791,2211,2236,3050,2050,907,797,3612,2877,1247
2023/08/16,1330,1404,2474,2468,2649,1412,2174,2863,3312,3944,2918,1128,1147,1195,1850,2996,1901
2023/08/17,1275,1396,2303,2354,2609,1335,2089,2744,2997,3704,2540,1124,1075,1180,1476,2921,1712
2023/08/18,1276,1335,2259,2096,2618,1336,1882,2584,2858,3432,2594,1025,1010,1037,1721,2433,1678
2023/08/19,1121,1106,3050,1368,1914,1216,1864,1784,2074,2321,2612,1715,1014,719,2975,2153,1212
2023/08/20,1280,1125,3486,1363,1770,1046,2143,1962,2217,2352,3049,2076,949,742,4034,1566,1338
2023/08/21,1555,1653,2861,2519,2649,1590,2317,2950,3338,4052,3021,1370,1208,1219,2087,3613,1972
2023/08/22,1643,1754,3307,2680,2841,1687,2571,3406,3841,4327,3607,1598,1438,1316,2531,3314,2200
2023/08/23,1719,1799,3156,2729,2927,1752,2491,3319,3778,4459,3417,1523,1451,1282,2459,3320,2212
2023/08/24,1796,1775,3483,2851,2802,1871,2710,3386,3969,4425,3541,1689,1482,1361,2751,3099,2377
2023/08/25,1533,1547,2866,2285,2729,1442,2402,2833,3170,3657,3085,1345,1230,1161,2311,2029,1975
2023/08/26,711,793,1622,941,1312,668,1037,1197,1353,1488,1509,878,603,561,1618,969,845
2023/08/27,1464,1220,3900,1480,1944,1288,1984,2166,2144,2684,3125,2420,1114,903,4502,3464,1427
2023/08/28,937,1110,1574,1982,1996,1086,1516,2247,2362,3052,1978,616,723,1016,1156,1566,1481
2023/08/29,1128,1238,2111,2107,2315,1282,1832,2584,2776,3428,2321,937,983,1073,1478,2163,1635
2023/08/30,887,928,1520,1999,2041,894,1486,2242,2376,2950,1798,549,721,1011,987,1593,1342
2023/08/31,1302,1464,2531,2387,2469,1368,1973,2817,3051,3726,2610,1100,1123,1220,1873,2288,1874
2023/09/01,1402,1526,2872,2342,2571,1523,2025,2957,3118,3822,2800,1278,1075,1228,2508,2497,1811
2023/09/02,931,843,2244,1056,1457,956,1062,1328,1465,1718,1870,1264,695,713,2382,1566,984
2023/09/03,1206,1171,2790,1129,1409,876,1167,1584,1522,1916,2058,1628,773,759,2634,1340,1043
2023/09/04,1456,1604,2671,2566,2543,1522,2218,3044,3195,4043,2845,1317,1229,1318,2060,2304,1859
2023/09/05,1851,1934,3456,2945,2876,1847,2548,3575,3832,4765,3483,1733,1482,1483,2965,2991,2279
2023/09/06,1700,2009,3477,2929,2968,1818,2535,3516,3911,4637,3670,1638,1475,1420,2824,3102,2321
2023/09/07,1782,1864,3291,2822,2955,1814,2470,3705,3759,4760,3679,1448,1341,1508,2693,3053,2163
2023/09/08,1561,1711,3076,2444,2655,1582,2236,3170,3217,4101,3293,1408,1249,1444,2593,2638,1978
2023/09/09,1315,1313,3383,1435,1890,1370,1767,1948,2091,2536,2760,1866,1064,943,3878,2319,1426
2023/09/10,1654,1378,4469,1624,1986,1219,2192,2172,2423,2694,3512,2736,1129,974,5411,2516,1616
2023/09/11,1639,1938,3035,2708,2859,1600,2401,3369,3616,4536,3364,1365,1322,1516,2410,3205,2039
2023/09/12,1744,1921,3248,2923,2994,1910,2511,3779,3843,4863,3848,1457,1443,1635,2717,3586,2215
2023/09/13,1803,1903,3303,2993,3075,1795,2558,3637,3877,4807,3945,1446,1439,1486,2663,2881,2191
2023/09/14,990,1038,1524,1972,2110,1023,1370,2317,2262,3053,1971,506,711,1136,1058,1625,1241
2023/09/15,1360,1517,2642,2363,2593,1446,1969,2991,3015,3899,2982,1228,1091,1345,2305,2292,1868
2023/09/16,1295,1072,3059,1394,1813,1161,1452,1937,1881,2461,2426,1610,927,922,3361,1613,1197
2023/09/17,1497,1209,4005,1499,1804,1176,1781,2162,2179,2711,3175,2504,1008,874,5274,2216,1438
2023/09/18,1574,1845,2951,2706,2739,1562,2234,3310,3389,4228,3199,1246,1318,1298,2409,2706,2049
2023/09/19,466,554,883,1085,1250,591,869,1264,1277,1645,1075,232,426,609,588,1046,827
2023/09/20,1627,1812,3052,2818,2860,1710,2239,3482,3627,4500,3328,1539,1347,1504,2464,2989,2183
2023/09/21,1589,1807,3145,2791,2723,1709,2294,3474,3548,4428,3507,1448,1310,1503,2731,2867,2153
2023/09/22,1398,1572,2836,2397,2632,1446,2111,3096,3120,3963,2997,1251,1159,1429,2581,2197,1857
2023/09/23,184,238,412,558,693,269,368,568,566,722,479,131,199,331,250,445,350
2023/09/24,293,287,621,516,766,231,425,656,684,762,643,282,184,314,477,418,366
2023/09/25,1055,1252,1669,2102,2134,1104,1573,2478,2415,3313,1936,620,822,1200,1229,1744,1424
2023/09/26,1617,1744,3121,2687,2758,1589,2173,3360,3460,4397,3015,1557,1323,1348,2652,2393,2061
2023/09/27,1727,1816,3246,2845,2650,1679,2323,3498,3595,4540,3333,1518,1274,1361,2751,2533,2118
2023/09/28,1679,1767,3195,2763,2827,1628,2347,3388,3587,4315,3300,1493,1275,1494,2705,2365,2136
2023/09/29,1538,1550,2934,2374,2690,1455,2144,3046,3237,4070,3104,1466,1145,1355,2824,2260,1935
2023/09/30,242,310,445,630,811,277,454,615,652,801,541,163,217,399,264,499,416
2023/10/01,838,631,2033,969,1369,643,916,1419,1330,1742,1536,1171,524,673,2271,939,820
2023/10/02,1388,1471,2273,2488,2522,1319,1850,2868,2924,3802,2457,983,1012,1313,1833,1973,1743
2023/10/03,1821,1806,3249,2880,2872,1689,2269,3406,3675,4506,3443,1668,1376,1563,2964,2310,2224
2023/10/04,1333,1457,1982,2535,2530,1251,1747,2800,2852,3794,2293,645,931,1350,1412,1899,1789
2023/10/05,1297,1356,1830,2384,2347,1284,1722,2750,2820,3576,2218,689,956,1400,1415,1964,1770
2023/10/06,1141,1278,1972,2136,2298,1190,1562,2523,2485,3270,2138,785,873,1231,1536,1760,1625
2023/10/07,635,646,1552,1080,1468,690,881,1164,1237,1524,1330,683,537,680,1436,1127,734
2023/10/08,533,452,1177,840,1146,407,582,1031,1044,1287,1107,602,316,583,1208,732,562
2023/10/09,482,561,716,1255,1241,535,810,1319,1288,1704,1031,143,370,712,469,954,753
2023/10/10,877,963,1345,1917,1775,816,1221,2085,2057,2781,1550,332,626,1060,821,1399,1283
2023/10/11,1244,1424,2347,2438,2312,1279,1740,2756,2741,3663,2298,960,1029,1314,1797,1971,1723
2023/10/12,1195,1285,1866,2310,2228,1201,1550,2664,2638,3482,2177,669,941,1215,1350,1817,1669
2023/10/13,1204,1249,2100,2082,2164,1190,1484,2505,2490,3229,2160,934,874,1244,1769,1814,1517
